data.set;total.cost;lot.sale.days;overage;mileage;vehicle.type;domestic.import;vehicle.age;vehicle.age.group;color.set;makex;state;make.model
TRAIN;4689;49;NO;85492;LUXURY;Domestic;7;SEVEN+;GREEN;PONTIAC;TX;PONTIAC.BONNEVILLE
TRAIN;4600;3;NO;55250;FAMILY.SMALL;Import;4;FOUR;PURPLE;HYUNDAI;CA;HYUNDAI.ELANTRA
VALIDATE;6047;7;NO;45554;FAMILY.SMALL;Import;4;FOUR;GOLD;MAZDA;CA;MAZDA.626
TEST;5508;4;NO;59343;FAMILY.SMALL;Domestic;4;FOUR;RED;PONTIAC;TX;PONTIAC.GRAND AM
TRAIN;6631;33;NO;65968;FAMILY.LARGE;Domestic;6;SIX;BLUE;OLDSMOBILE;TX;OLDSMOBILE.88
TRAIN;6917;1;NO;53282;FAMILY.MEDIUM;Domestic;5;FIVE;SILVER;FORD;AZ;FORD.CONTOUR
TRAIN;4455;4;NO;71370;FAMILY.SMALL;Domestic;3;ONE-THREE;WHITE;FORD;TX;FORD.CONTOUR
VALIDATE;4659;78;NO;84264;FAMILY.SMALL;Import;4;FOUR;GOLD;MAZDA;VA;MAZDA.PROTEGE
TRAIN;5200;29;NO;98611;FAMILY.MEDIUM;Domestic;9;SEVEN+;WHITE;CADILLAC;FL;CADILLAC.SEVILLE
TRAIN;5539;85;NO;68049;FAMILY.MEDIUM;Domestic;4;FOUR;RED;PONTIAC;AZ;PONTIAC.GRAND AM
TRAIN;4550;79;NO;94626;FAMILY.MEDIUM;Domestic;6;SIX;SILVER;FORD;FL;FORD.TAURUS
TRAIN;5037;13;NO;98350;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;PONTIAC;CA;PONTIAC.GRAND AM
TRAIN;5665;75;NO;38339;ECONOMY;Import;3;ONE-THREE;PURPLE;KIA;NV;KIA.SEPHIA
TRAIN;5546;50;NO;73853;FAMILY.MEDIUM;Import;7;SEVEN+;GOLD;NISSAN;AZ;NISSAN.ALTIMA
VALIDATE;5732;5;NO;83693;FAMILY.MEDIUM;Domestic;3;ONE-THREE;GOLD;BUICK;GA;BUICK.CENTURY
TEST;4928;18;NO;109762;LUXURY;Import;9;SEVEN+;PURPLE;TOYOTA;NV;TOYOTA.CAMRY
VALIDATE;4291;2;NO;55728;ECONOMY;Import;4;FOUR;BLUE;OTHER;GA;SUZUKI.ESTEEM
TRAIN;4445;27;NO;63085;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;FORD;TX;FORD.TAURUS
TRAIN;6055;20;NO;81960;FAMILY.MEDIUM;Import;4;FOUR;GOLD;MITSUBISHI;TX;MITSUBISHI.GALANT
TEST;5730;2;NO;89505;ECONOMY;Import;5;FIVE;SILVER;NISSAN;GA;NISSAN.SENTRA
TEST;5907;7;NO;87862;LUXURY;Import;6;SIX;RED;HONDA;TX;HONDA.ACCORD
TRAIN;4579;11;NO;93249;FAMILY.LARGE;Domestic;7;SEVEN+;BLACK;OLDSMOBILE;GA;OLDSMOBILE.88
TEST;5705;6;NO;81599;LUXURY;Import;6;SIX;PURPLE;NISSAN;NV;NISSAN.ALTIMA
TEST;4842;24;NO;71929;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;CHEVROLET;CA;CHEVROLET.CAVALIER
TRAIN;1492;43;NO;87612;LUXURY;Import;6;SIX;RED;KIA;FL;KIA.SEPHIA
TEST;5153;32;NO;80221;FAMILY.MEDIUM;Domestic;5;FIVE;PURPLE;CHEVROLET;VA;CHEVROLET.LUMINA
TRAIN;4331;3;NO;77580;FAMILY.SMALL;Domestic;5;FIVE;SILVER;OTHER;TX;SATURN.SL-1
VALIDATE;5104;31;NO;77184;ECONOMY;Import;3;ONE-THREE;SILVER;MITSUBISHI;NV;MITSUBISHI.MIRAGE
TRAIN;4891;5;NO;88394;FAMILY.MEDIUM;Domestic;5;FIVE;GOLD;DODGE;AZ;DODGE.STRATUS
TEST;6177;33;NO;98022;LUXURY;Import;6;SIX;GREEN;TOYOTA;GA;TOYOTA.CAMRY
TRAIN;5906;57;NO;29757;FAMILY.MEDIUM;Domestic;3;ONE-THREE;WHITE;PONTIAC;AZ;PONTIAC.SUNFIRE
TRAIN;3686;44;NO;93517;LUXURY;Domestic;8;SEVEN+;BLUE;PONTIAC;CA;PONTIAC.BONNEVILLE
TEST;4174;30;NO;82012;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;4974;43;NO;98035;FAMILY.LARGE;Domestic;6;SIX;GREEN;BUICK;FL;BUICK.LESABRE
VALIDATE;4381;42;NO;94718;FAMILY.LARGE;Domestic;6;SIX;PURPLE;BUICK;TX;BUICK.LESABRE
TRAIN;5005;18;NO;63138;ECONOMY;Import;5;FIVE;GOLD;NISSAN;TX;NISSAN.SENTRA
TRAIN;5545;9;NO;62552;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;CHEVROLET;TX;CHEVROLET.MALIBU
VALIDATE;4720;37;NO;99961;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;BUICK;TX;BUICK.REGAL
TRAIN;5318;16;NO;79981;FAMILY.MEDIUM;Import;4;FOUR;BLACK;MITSUBISHI;TX;MITSUBISHI.GALANT
VALIDATE;5709;36;NO;101189;FAMILY.LARGE;Domestic;9;SEVEN+;WHITE;MERCURY;GA;MERCURY.GRAND MARQUIS
TRAIN;4480;43;NO;77202;FAMILY.LARGE;Domestic;6;SIX;GREEN;OLDSMOBILE;NM;OLDSMOBILE.CUTLASS SUPREME
VALIDATE;4828;30;NO;62029;FAMILY.LARGE;Domestic;5;FIVE;GREEN;MERCURY;CA;MERCURY.SABLE
TRAIN;5165;4;NO;64271;FAMILY.SMALL;Domestic;4;FOUR;GREEN;PONTIAC;VA;PONTIAC.GRAND AM
TRAIN;3539;18;NO;86893;FAMILY.LARGE;Domestic;6;SIX;SILVER;CHRYSLER;NV;CHRYSLER.CONCORDE
TEST;2499;85;NO;85472;FAMILY.MEDIUM;Domestic;9;SEVEN+;SILVER;MERCURY;FL;MERCURY.SABLE
TEST;6182;8;NO;69110;LUXURY;Import;7;SEVEN+;GOLD;TOYOTA;FL;TOYOTA.CAMRY
TRAIN;4221;38;NO;65407;FAMILY.MEDIUM;Domestic;6;SIX;BLUE;PLYMOUTH;AZ;PLYMOUTH.NEON
TRAIN;3907;4;NO;62770;FAMILY.SMALL;Domestic;6;SIX;WHITE;MERCURY;AZ;MERCURY.TRACER
TEST;4352;49;NO;80545;FAMILY.MEDIUM;Domestic;7;SEVEN+;BLUE;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;4779;21;NO;21547;ECONOMY;Import;5;FIVE;GOLD;GEO;FL;GEO.PRIZM
TEST;3601;31;NO;52526;FAMILY.MEDIUM;Domestic;6;SIX;BLUE;FORD;TX;FORD.TAURUS
VALIDATE;4623;14;NO;53975;FAMILY.SMALL;Domestic;4;FOUR;RED;CHEVROLET;NM;CHEVROLET.CAVALIER
TRAIN;3676;3;NO;82635;FAMILY.SMALL;Domestic;5;FIVE;BLACK;BUICK;GA;BUICK.SKYLARK
TEST;4239;23;NO;88698;FAMILY.LARGE;Domestic;7;SEVEN+;WHITE;CHRYSLER;CA;CHRYSLER.CONCORDE
VALIDATE;4274;74;NO;71542;FAMILY.SMALL;Import;8;SEVEN+;BLACK;NISSAN;CA;NISSAN.SENTRA
TRAIN;5404;60;NO;52586;LUXURY;Domestic;5;FIVE;GREEN;DODGE;CA;DODGE.INTREPID
TEST;6367;5;NO;46759;LUXURY;Import;3;ONE-THREE;GOLD;NISSAN;VA;NISSAN.SENTRA
VALIDATE;3227;84;NO;46418;ECONOMY;Import;4;FOUR;BLUE;KIA;NM;KIA.SEPHIA
TRAIN;3892;2;NO;60524;ECONOMY;Import;4;FOUR;SILVER;HYUNDAI;TX;HYUNDAI.ACCENT
VALIDATE;4899;73;NO;59093;FAMILY.SMALL;Domestic;4;FOUR;BLUE;PLYMOUTH;AZ;PLYMOUTH.NEON
TRAIN;6289;82;NO;70742;LUXURY;Import;4;FOUR;PURPLE;NISSAN;NV;NISSAN.SENTRA
TRAIN;4639;10;NO;78411;FAMILY.SMALL;Domestic;4;FOUR;WHITE;PLYMOUTH;CA;PLYMOUTH.NEON
VALIDATE;4085;28;NO;88104;ECONOMY;Domestic;6;SIX;WHITE;BUICK;VA;BUICK.SKYLARK
TEST;4133;12;NO;61596;ECONOMY;Domestic;5;FIVE;WHITE;DODGE;FL;DODGE.NEON
TRAIN;4519;11;NO;69759;FAMILY.LARGE;Domestic;5;FIVE;SILVER;CHEVROLET;CA;CHEVROLET.LUMINA
VALIDATE;5662;3;NO;113028;FAMILY.SMALL;Import;7;SEVEN+;BLUE;HONDA;CA;HONDA.CIVIC
VALIDATE;6850;4;NO;54413;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;FORD;CA;FORD.TAURUS
TRAIN;4286;10;NO;75987;FAMILY.SMALL;Domestic;6;SIX;BLUE;DODGE;CA;DODGE.NEON
TEST;5139;2;NO;64587;LUXURY;Domestic;6;SIX;BLACK;OTHER;GA;EAGLE.VISION
TRAIN;5662;3;NO;75962;FAMILY.SMALL;Domestic;4;FOUR;RED;PONTIAC;NM;PONTIAC.GRAND AM
TEST;5919;12;NO;63196;FAMILY.MEDIUM;Domestic;3;ONE-THREE;RED;PONTIAC;FL;PONTIAC.GRAND AM
TEST;6627;25;NO;85332;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;PONTIAC;NM;PONTIAC.GRAND AM
VALIDATE;4874;3;NO;70576;FAMILY.SMALL;Import;5;FIVE;WHITE;NISSAN;TX;NISSAN.SENTRA
TRAIN;5928;13;NO;52160;FAMILY.LARGE;Domestic;6;SIX;WHITE;OLDSMOBILE;NV;OLDSMOBILE.88
TEST;4238;8;NO;79800;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;CHEVROLET;TX;CHEVROLET.CAVALIER
TRAIN;3415;4;NO;103869;FAMILY.MEDIUM;Domestic;6;SIX;BLUE;PONTIAC;FL;PONTIAC.GRAND AM
VALIDATE;5614;8;NO;83064;FAMILY.MEDIUM;Domestic;5;FIVE;BLACK;PONTIAC;FL;PONTIAC.BONNEVILLE
TRAIN;4842;50;NO;76709;FAMILY.MEDIUM;Import;3;ONE-THREE;SILVER;HYUNDAI;AZ;HYUNDAI.SONATA
TRAIN;4707;2;NO;93222;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;CHRYSLER;AZ;CHRYSLER.CONCORDE
TRAIN;4061;2;NO;98988;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;CHEVROLET;VA;CHEVROLET.LUMINA
TRAIN;5790;7;NO;76214;FAMILY.LARGE;Domestic;5;FIVE;WHITE;FORD;CA;FORD.TAURUS
TRAIN;5661;7;NO;87492;FAMILY.LARGE;Domestic;6;SIX;WHITE;OLDSMOBILE;CA;OLDSMOBILE.98
TRAIN;4911;6;NO;97554;LUXURY;Import;7;SEVEN+;BLUE;NISSAN;CA;NISSAN.ALTIMA
TEST;4076;14;NO;76702;LUXURY;Import;9;SEVEN+;BLUE;HONDA;TX;HONDA.ACCORD
TRAIN;3924;11;NO;78814;FAMILY.SMALL;Domestic;4;FOUR;GREEN;FORD;CA;FORD.ESCORT
TRAIN;4234;10;NO;94719;LUXURY;Domestic;6;SIX;SILVER;DODGE;AZ;DODGE.INTREPID
TRAIN;4377;36;NO;84189;FAMILY.SMALL;Domestic;3;ONE-THREE;BLUE;PONTIAC;TX;PONTIAC.GRAND AM
TRAIN;4179;56;NO;89351;FAMILY.MEDIUM;Domestic;7;SEVEN+;SILVER;CHEVROLET;AZ;CHEVROLET.LUMINA
TRAIN;5667;43;NO;87494;FAMILY.MEDIUM;Domestic;8;SEVEN+;WHITE;BUICK;FL;BUICK.REGAL
TEST;5003;4;NO;71934;FAMILY.LARGE;Domestic;4;FOUR;GREEN;FORD;CA;FORD.TAURUS
VALIDATE;5177;23;NO;83924;FAMILY.MEDIUM;Domestic;6;SIX;PURPLE;CHRYSLER;AZ;CHRYSLER.CONCORDE
TRAIN;2991;43;NO;88462;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;CHEVROLET;CA;CHEVROLET.CAVALIER
TEST;4606;49;NO;87563;FAMILY.MEDIUM;Domestic;9;SEVEN+;WHITE;BUICK;CA;BUICK.LESABRE
TRAIN;3954;80;NO;71855;ECONOMY;Import;7;SEVEN+;WHITE;NISSAN;TX;NISSAN.SENTRA
VALIDATE;3718;35;NO;89169;FAMILY.SMALL;Domestic;6;SIX;GREEN;PONTIAC;TX;PONTIAC.GRAND AM
TRAIN;5734;0;NO;69450;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;CHEVROLET;CA;CHEVROLET.MALIBU
TRAIN;3946;81;NO;91057;FAMILY.MEDIUM;Domestic;6;SIX;GREEN;OLDSMOBILE;FL;OLDSMOBILE.CUTLASS SUPREME
TRAIN;5546;33;NO;67579;FAMILY.MEDIUM;Domestic;5;FIVE;BLUE;CHEVROLET;AZ;CHEVROLET.LUMINA
TRAIN;4960;1;NO;86570;FAMILY.LARGE;Domestic;7;SEVEN+;WHITE;OLDSMOBILE;GA;OLDSMOBILE.88
TRAIN;4725;26;NO;79023;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;4079;73;NO;98817;FAMILY.LARGE;Domestic;10;SEVEN+;GOLD;FORD;FL;FORD.CROWN VICTORIA
TRAIN;5984;1;NO;68507;FAMILY.SMALL;Domestic;2;ONE-THREE;SILVER;PONTIAC;TX;PONTIAC.GRAND AM
TRAIN;5806;2;NO;65142;FAMILY.MEDIUM;Domestic;2;ONE-THREE;PURPLE;FORD;TX;FORD.TAURUS
TRAIN;3647;23;NO;66159;FAMILY.LARGE;Domestic;8;SEVEN+;BLACK;CHEVROLET;CA;CHEVROLET.LUMINA
TRAIN;5808;7;NO;70852;FAMILY.MEDIUM;Domestic;3;ONE-THREE;WHITE;CHEVROLET;CA;CHEVROLET.MALIBU
VALIDATE;3834;44;NO;85866;FAMILY.LARGE;Domestic;7;SEVEN+;PURPLE;BUICK;TX;BUICK.CENTURY
TRAIN;5515;2;NO;92151;FAMILY.MEDIUM;Import;5;FIVE;WHITE;MAZDA;TX;MAZDA.626
TRAIN;4746;20;NO;93505;FAMILY.LARGE;Domestic;5;FIVE;GOLD;OLDSMOBILE;NM;OLDSMOBILE.88
TRAIN;5634;1;NO;55771;FAMILY.MEDIUM;Domestic;3;ONE-THREE;PURPLE;DODGE;TX;DODGE.STRATUS
TRAIN;4985;2;NO;54545;FAMILY.LARGE;Domestic;9;SEVEN+;BLUE;OTHER;VA;LINCOLN.TOWN CAR
VALIDATE;4927;6;NO;44165;FAMILY.MEDIUM;Domestic;3;ONE-THREE;GREEN;CHEVROLET;CA;CHEVROLET.CAVALIER
TRAIN;4821;17;NO;77950;FAMILY.LARGE;Domestic;8;SEVEN+;PURPLE;BUICK;NM;BUICK.LESABRE
VALIDATE;5097;57;NO;105263;LUXURY;Import;9;SEVEN+;WHITE;NISSAN;TX;NISSAN.MAXIMA
TRAIN;4830;31;NO;75904;ECONOMY;Domestic;3;ONE-THREE;GREEN;PLYMOUTH;TX;PLYMOUTH.NEON
TRAIN;4347;3;NO;55290;FAMILY.SMALL;Domestic;5;FIVE;BLUE;CHEVROLET;CA;CHEVROLET.CAVALIER
TRAIN;4609;54;NO;68957;FAMILY.LARGE;Domestic;9;SEVEN+;WHITE;BUICK;CA;BUICK.LESABRE
TRAIN;4608;52;NO;78240;FAMILY.LARGE;Domestic;6;SIX;GOLD;BUICK;CA;BUICK.REGAL
TEST;4743;2;NO;62083;FAMILY.SMALL;Import;3;ONE-THREE;WHITE;KIA;CA;KIA.SEPHIA
TRAIN;5621;16;NO;45109;ECONOMY;Import;2;ONE-THREE;PURPLE;KIA;NV;KIA.SEPHIA
TRAIN;4670;23;NO;73208;FAMILY.SMALL;Import;5;FIVE;GOLD;TOYOTA;TX;TOYOTA.COROLLA
VALIDATE;2242;1;NO;96247;FAMILY.MEDIUM;Import;4;FOUR;RED;HYUNDAI;VA;HYUNDAI.ELANTRA
TEST;4774;15;NO;66553;FAMILY.SMALL;Domestic;5;FIVE;WHITE;PLYMOUTH;CA;PLYMOUTH.BREEZE
VALIDATE;5034;13;NO;72755;LUXURY;Import;4;FOUR;WHITE;NISSAN;TX;NISSAN.SENTRA
TEST;4890;28;NO;66479;ECONOMY;Import;2;ONE-THREE;RED;KIA;VA;KIA.SEPHIA
TRAIN;4464;1;NO;71005;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;MERCURY;VA;MERCURY.MYSTIQUE
TRAIN;6079;10;NO;80220;FAMILY.SMALL;Domestic;4;FOUR;WHITE;PLYMOUTH;TX;PLYMOUTH.BREEZE
TRAIN;4313;60;NO;78271;FAMILY.MEDIUM;Import;3;ONE-THREE;WHITE;HYUNDAI;VA;HYUNDAI.ELANTRA
TRAIN;5799;9;NO;80316;FAMILY.MEDIUM;Domestic;3;ONE-THREE;GREEN;PLYMOUTH;AZ;PLYMOUTH.BREEZE
TRAIN;4477;21;NO;83477;FAMILY.MEDIUM;Domestic;4;FOUR;PURPLE;BUICK;VA;BUICK.CENTURY
TRAIN;3541;40;NO;65667;FAMILY.SMALL;Import;7;SEVEN+;WHITE;GEO;TX;GEO.PRIZM
TEST;5547;27;NO;66035;ECONOMY;Import;5;FIVE;RED;GEO;CA;GEO.PRIZM
TRAIN;6387;5;NO;90137;FAMILY.LARGE;Domestic;8;SEVEN+;WHITE;CADILLAC;FL;CADILLAC.DEVILLE
TEST;3950;2;NO;68900;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;PONTIAC;VA;PONTIAC.GRAND PRIX
TEST;4568;16;NO;51906;FAMILY.MEDIUM;Domestic;8;SEVEN+;WHITE;BUICK;FL;BUICK.REGAL
TEST;4260;70;NO;102026;LUXURY;Import;5;FIVE;WHITE;NISSAN;FL;NISSAN.SENTRA
TEST;4919;28;NO;76562;FAMILY.SMALL;Domestic;5;FIVE;GREEN;PLYMOUTH;CA;PLYMOUTH.BREEZE
TRAIN;5026;1;NO;61144;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;PLYMOUTH;TX;PLYMOUTH.BREEZE
TRAIN;4532;15;NO;112087;FAMILY.SMALL;Import;8;SEVEN+;RED;HONDA;CA;HONDA.CIVIC
TRAIN;5511;4;NO;71599;FAMILY.MEDIUM;Domestic;3;ONE-THREE;PURPLE;CHEVROLET;GA;CHEVROLET.LUMINA
TEST;4192;1;NO;101577;FAMILY.MEDIUM;Domestic;4;FOUR;BLUE;FORD;TX;FORD.TAURUS
TRAIN;5321;58;NO;105935;LUXURY;Import;7;SEVEN+;GREEN;NISSAN;FL;NISSAN.ALTIMA
TRAIN;4346;1;NO;90315;FAMILY.SMALL;Import;5;FIVE;PURPLE;MAZDA;TX;MAZDA.626
TRAIN;4500;14;NO;68446;FAMILY.MEDIUM;Domestic;6;SIX;PURPLE;CHEVROLET;FL;CHEVROLET.LUMINA
VALIDATE;7288;66;NO;76599;FAMILY.LARGE;Domestic;6;SIX;GREEN;BUICK;VA;BUICK.PARK AVENUE
VALIDATE;4208;4;NO;89172;FAMILY.MEDIUM;Domestic;4;FOUR;BLUE;OLDSMOBILE;GA;OLDSMOBILE.CUTLASS SUPREME
TRAIN;5363;65;NO;94344;LUXURY;Import;8;SEVEN+;SILVER;TOYOTA;FL;TOYOTA.CAMRY
TRAIN;4576;17;NO;56754;ECONOMY;Import;4;FOUR;GREEN;MITSUBISHI;TX;MITSUBISHI.MIRAGE
TRAIN;4887;83;NO;74398;FAMILY.MEDIUM;Domestic;5;FIVE;GOLD;OLDSMOBILE;TX;OLDSMOBILE.ACHIEVA
VALIDATE;3886;7;NO;81103;FAMILY.SMALL;Import;5;FIVE;BLUE;GEO;TX;GEO.PRIZM
VALIDATE;3938;29;NO;52456;ECONOMY;Domestic;5;FIVE;BLUE;DODGE;NV;DODGE.NEON
TRAIN;4282;4;NO;87676;FAMILY.MEDIUM;Domestic;4;FOUR;PURPLE;CHEVROLET;GA;CHEVROLET.LUMINA
VALIDATE;4195;50;NO;65738;FAMILY.MEDIUM;Domestic;7;SEVEN+;BLUE;CHEVROLET;AZ;CHEVROLET.LUMINA
TRAIN;4251;3;NO;67564;ECONOMY;Domestic;4;FOUR;WHITE;FORD;TX;FORD.ESCORT
VALIDATE;2651;8;NO;68075;FAMILY.SMALL;Import;4;FOUR;SILVER;KIA;CA;KIA.SEPHIA
TEST;4535;7;NO;73692;FAMILY.MEDIUM;Domestic;4;FOUR;PURPLE;FORD;AZ;FORD.ESCORT
TRAIN;6056;9;NO;80098;FAMILY.SMALL;Domestic;4;FOUR;BLUE;OLDSMOBILE;TX;OLDSMOBILE.INTRIGUE
TRAIN;4363;30;NO;77040;FAMILY.LARGE;Domestic;9;SEVEN+;WHITE;BUICK;CA;BUICK.LESABRE
TRAIN;3056;27;NO;51803;LUXURY;Import;4;FOUR;BLUE;HYUNDAI;FL;HYUNDAI.ACCENT
TRAIN;4582;23;NO;102841;FAMILY.SMALL;Import;6;SIX;PURPLE;NISSAN;CA;NISSAN.SENTRA
VALIDATE;4061;28;NO;81434;ECONOMY;Domestic;4;FOUR;GREEN;DODGE;TX;DODGE.NEON
TRAIN;3798;22;NO;57786;FAMILY.SMALL;Domestic;5;FIVE;WHITE;CHEVROLET;TX;CHEVROLET.CORSICA
TRAIN;3290;2;NO;106695;LUXURY;Import;7;SEVEN+;BLACK;NISSAN;FL;NISSAN.SENTRA
TRAIN;5369;55;NO;68827;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;PONTIAC;AZ;PONTIAC.GRAND AM
TRAIN;4691;14;NO;76511;FAMILY.MEDIUM;Domestic;6;SIX;SILVER;FORD;TX;FORD.TAURUS
TEST;4811;22;NO;75266;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;DODGE;CA;DODGE.STRATUS
TRAIN;5358;1;NO;82246;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;CHRYSLER;TX;CHRYSLER.CIRRUS
TEST;5490;4;NO;102800;LUXURY;Import;6;SIX;GOLD;NISSAN;FL;NISSAN.MAXIMA
TRAIN;3647;5;NO;78660;LUXURY;Domestic;6;SIX;GREEN;PONTIAC;FL;PONTIAC.BONNEVILLE
TEST;3977;46;NO;78737;FAMILY.MEDIUM;Domestic;6;SIX;BLUE;CHEVROLET;FL;CHEVROLET.CAVALIER
TEST;5539;0;NO;81339;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;DODGE;AZ;DODGE.STRATUS
TEST;6481;68;NO;67300;FAMILY.MEDIUM;Domestic;4;FOUR;RED;FORD;VA;FORD.TAURUS
TRAIN;5061;15;NO;92971;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;CHEVROLET;TX;CHEVROLET.MALIBU
TRAIN;5506;1;NO;81328;FAMILY.MEDIUM;Domestic;3;ONE-THREE;GREEN;DODGE;TX;DODGE.STRATUS
TRAIN;5294;49;NO;80926;ECONOMY;Domestic;4;FOUR;BLACK;FORD;TX;FORD.ESCORT
TRAIN;5644;11;NO;100099;LUXURY;Import;7;SEVEN+;PURPLE;HONDA;TX;HONDA.ACCORD
TRAIN;5512;73;NO;49930;ECONOMY;Domestic;3;ONE-THREE;BLACK;DODGE;TX;DODGE.NEON
VALIDATE;6246;2;NO;72497;FAMILY.LARGE;Domestic;4;FOUR;GREEN;PONTIAC;AZ;PONTIAC.GRAND PRIX
TEST;5710;3;NO;70250;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;DODGE;VA;DODGE.STRATUS
TRAIN;6601;83;NO;65191;LUXURY;Import;5;FIVE;SILVER;NISSAN;CA;NISSAN.ALTIMA
VALIDATE;4917;14;NO;64287;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;DODGE;AZ;DODGE.INTREPID
TEST;8382;64;NO;66373;LUXURY;Import;3;ONE-THREE;GOLD;TOYOTA;FL;TOYOTA.CAMRY
TEST;5924;2;NO;66256;FAMILY.MEDIUM;Domestic;3;ONE-THREE;WHITE;PLYMOUTH;AZ;PLYMOUTH.BREEZE
TRAIN;5309;11;NO;38708;FAMILY.MEDIUM;Domestic;6;SIX;GOLD;MERCURY;FL;MERCURY.SABLE
TRAIN;4751;20;NO;75733;FAMILY.SMALL;Domestic;6;SIX;PURPLE;MERCURY;TX;MERCURY.MYSTIQUE
VALIDATE;3992;13;NO;71065;FAMILY.SMALL;Import;3;ONE-THREE;GOLD;MAZDA;TX;MAZDA.PROTEGE
VALIDATE;3446;17;NO;85077;FAMILY.MEDIUM;Domestic;8;SEVEN+;BLUE;OLDSMOBILE;GA;OLDSMOBILE.CUTLASS SUPREME
TRAIN;4987;1;NO;63511;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;FORD;GA;FORD.CONTOUR
TRAIN;4443;12;NO;89349;LUXURY;Import;9;SEVEN+;GREEN;HONDA;VA;HONDA.CIVIC
TRAIN;4466;4;NO;47507;FAMILY.MEDIUM;Import;6;SIX;GREEN;MITSUBISHI;TX;MITSUBISHI.GALANT
TRAIN;5462;9;NO;49427;FAMILY.MEDIUM;Domestic;5;FIVE;RED;DODGE;FL;DODGE.INTREPID
TRAIN;4669;12;NO;66309;ECONOMY;Domestic;3;ONE-THREE;WHITE;CHEVROLET;TX;CHEVROLET.CAVALIER
VALIDATE;3648;4;NO;80269;FAMILY.SMALL;Domestic;5;FIVE;RED;DODGE;AZ;DODGE.NEON
TRAIN;3848;1;NO;43394;ECONOMY;Import;3;ONE-THREE;BLUE;KIA;GA;KIA.SEPHIA
TEST;4066;43;NO;89242;FAMILY.MEDIUM;Domestic;6;SIX;BLACK;CHEVROLET;AZ;CHEVROLET.LUMINA
VALIDATE;3701;31;NO;100324;LUXURY;Import;5;FIVE;BLUE;NISSAN;FL;NISSAN.SENTRA
TEST;5725;28;NO;67495;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;MERCURY;TX;MERCURY.SABLE
VALIDATE;3846;28;NO;99289;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;FORD;FL;FORD.TAURUS
TRAIN;3720;15;NO;69487;FAMILY.MEDIUM;Domestic;7;SEVEN+;RED;PONTIAC;CA;PONTIAC.GRAND AM
VALIDATE;5869;1;NO;59120;FAMILY.SMALL;Domestic;5;FIVE;RED;PONTIAC;FL;PONTIAC.GRAND AM
VALIDATE;5617;24;NO;75352;FAMILY.MEDIUM;Import;4;FOUR;GOLD;MITSUBISHI;GA;MITSUBISHI.GALANT
TEST;3416;15;NO;84883;FAMILY.SMALL;Import;8;SEVEN+;GREEN;GEO;CA;GEO.PRIZM
VALIDATE;6459;89;NO;62699;FAMILY.SMALL;Import;4;FOUR;WHITE;MAZDA;CA;MAZDA.PROTEGE
TEST;3883;79;NO;63440;FAMILY.SMALL;Import;5;FIVE;PURPLE;GEO;TX;GEO.PRIZM
TRAIN;4069;17;NO;88191;FAMILY.MEDIUM;Import;4;FOUR;SILVER;MITSUBISHI;CA;MITSUBISHI.MIRAGE
TRAIN;4662;19;NO;73260;ECONOMY;Domestic;4;FOUR;GREEN;FORD;TX;FORD.ESCORT
VALIDATE;5082;4;NO;50565;ECONOMY;Domestic;4;FOUR;WHITE;FORD;TX;FORD.ESCORT
TRAIN;4442;49;NO;70732;ECONOMY;Domestic;4;FOUR;WHITE;FORD;TX;FORD.ESCORT
TRAIN;4873;12;NO;63983;FAMILY.MEDIUM;Domestic;7;SEVEN+;PURPLE;CHRYSLER;TX;CHRYSLER.CONCORDE
VALIDATE;4744;7;NO;60110;ECONOMY;Domestic;3;ONE-THREE;GREEN;DODGE;TX;DODGE.NEON
