Ano,Código,Nome da Disciplina,CH,CR,TU,MF,FA,SF,SE,rga_anonimo,Disciplina,Grupo de Disciplinas,Tipo de Disciplina,Optativa
2019/1,112700070,Introdução à Sistemas de Informação (Opt),64,4,Indefinido,7.3,0,AE,0,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Sim
2019/1,112700010,Laboratório de Lógica Digital,32,2,Indefinido,6.9,0,AE,2,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Laboratório de Lógica Digital,Lógica Digital,Computação,Não
2019/1,112700024,Linguagens Formais e Autômatos,64,4,CC,6.25,0,AP,4,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2019/1,112700003,Lógica Digital,64,4,Indefinido,6.9,0,AE,1,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Lógica Digital,Lógica Digital,Computação,Não
2019/1,112700008,Matemática Discreta,64,4,Indefinido,6.47,4,AE,2,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Matemática Discreta,Matemática Discreta,Matemática,Não
2019/1,112700002,Programação de Computadores,64,4,Indefinido,8.05,0,AE,1,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Programação I,Programação,Computação,Não
2019/1,112700072,Práticas de Leitura de Produção de Textos I (Opt),64,4,Indefinido,6.5,0,AE,0,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Sim
2019/1,112700047,Trabalho de Curso I,32,2,Indefinido,8.15,0,AE,7,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Trabalho de Curso I,Trabalho de Curso,Pesquisa,Não
2019/2,112700012,Arquitetura de Computadores,64,4,CC,2.44,4,RM,2,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Arquitetura de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2019/2,112700023,Banco de Dados,64,4,CC,6.56,5,AP,4,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Banco de Dados,Banco de Dados,Computação,Não
2019/2,112700030,Compiladores,64,4,CC,0.0,6,RM,5,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Compiladores,Compiladores,Computação,Não
2019/2,112700009,Estrutura de Dados I,96,6,CC1,0.99,10,RM,2,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2019/2,112700033,Paradigmas de Linguagens de Programação,64,4,CC,4.5,0,RM,6,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Paradigmas de Linguagens de Programação,Paradigmas de Linguagens de Programação,Computação,Não
2019/2,112700025,Álgebra Linear I,64,4,CC,5.0,8,AP,4,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Álgebra Linear I,Álgebra Linear,Matemática,Não
2019/3,112700015,Cálculo III,96,6,CC,6.76,0,AP,3,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae,Cálculo III,Cálculo,Matemática,Não
2018/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,8.3,0,AP,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2018/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,2.62,6,RM,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2018/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,7.17,2,AP,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Lógica Digital,Lógica Digital,Computação,Não
2018/1,70400375,Programação I,96,6,CC,7.25,2,AP,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Programação I,Programação,Computação,Não
2018/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,0.0,30,RMF,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2018/2,72100003,CÁLCULO I,96,6,CC,6.2,6,AP,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Cálculo I,Cálculo,Matemática,Não
2018/2,72100020,ESTATISTICA GERAL,64,4,CC,8.5,4,AP,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Estatística Geral,Estatística,Matemática,Não
2018/2,70400382,Estrutura de Dados I,96,6,CC,0.3,26,RMF,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2018/2,70400381,Matemática Discreta,64,4,CC,8.43,8,AP,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Matemática Discreta,Matemática Discreta,Matemática,Não
2018/2,72100029,MECÂNICA,96,6,CC,2.97,0,RM,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Mecânica,Mecânica,Física,Não
2019/1,112700001,Cálculo I,96,6,Indefinido,6.2,6,AE,1,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Cálculo I,Cálculo,Matemática,Não
2019/1,112700005,Eletrônica Básica,32,2,Indefinido,7.17,2,AE,1,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Eletrônica Básica,Eletrônica Básica,Física,Não
2019/1,112700017,Estatística Geral,64,4,Indefinido,8.5,4,AE,3,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Estatística Geral,Estatística,Matemática,Não
2019/1,112700069,Fundamentos de Matemática (Opt),64,4,Indefinido,8.3,0,AE,0,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Sim
2019/1,112700004,Introdução à Computação,32,2,Indefinido,7.25,2,AE,1,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Introdução à Computação,Introdução à Computação,Computação,Não
2019/1,112700010,Laboratório de Lógica Digital,32,2,Indefinido,7.17,2,AE,2,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Laboratório de Lógica Digital,Lógica Digital,Computação,Não
2019/1,112700003,Lógica Digital,64,4,Indefinido,7.17,2,AE,1,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Lógica Digital,Lógica Digital,Computação,Não
2019/1,112700008,Matemática Discreta,64,4,Indefinido,8.43,8,AE,2,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Matemática Discreta,Matemática Discreta,Matemática,Não
2019/1,112700002,Programação de Computadores,64,4,Indefinido,7.25,2,AE,1,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb,Programação I,Programação,Computação,Não
2012/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,1.4,40,RMF,1,c203d273d4227032548cebe53ec296d352ff6816ad21fb4640d817e7b8c2ef00,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2012/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,1.1,44,RMF,1,c203d273d4227032548cebe53ec296d352ff6816ad21fb4640d817e7b8c2ef00,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2012/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,1.0,0,RM,1,c203d273d4227032548cebe53ec296d352ff6816ad21fb4640d817e7b8c2ef00,Lógica Digital,Lógica Digital,Computação,Não
2012/1,70400375,Programação I,96,6,CC,0.0,52,RMF,1,c203d273d4227032548cebe53ec296d352ff6816ad21fb4640d817e7b8c2ef00,Programação I,Programação,Computação,Não
2012/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,0.0,96,RMF,1,c203d273d4227032548cebe53ec296d352ff6816ad21fb4640d817e7b8c2ef00,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2011/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,0.0,25,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2011/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,0.3,28,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2011/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,2.0,32,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Lógica Digital,Lógica Digital,Computação,Não
2011/1,70400375,Programação I,96,6,CC,0.0,56,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Programação I,Programação,Computação,Não
2011/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,7.0,22,AP,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2011/2,72100020,ESTATISTICA GERAL,64,4,CC,1.67,8,RM,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Estatística Geral,Estatística,Matemática,Não
2011/2,70400381,Matemática Discreta,64,4,CC,0.0,42,RMF,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Matemática Discreta,Matemática Discreta,Matemática,Não
2011/2,72100029,MECÂNICA,96,6,CC,0.0,84,RMF,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Mecânica,Mecânica,Física,Não
2011/2,70400375,Programação I,96,6,CC,0.0,58,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Programação I,Programação,Computação,Não
2012/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,0.0,10,RM,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2012/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,0.0,26,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2012/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,5.0,0,AP,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Lógica Digital,Lógica Digital,Computação,Não
2012/1,70400375,Programação I,96,6,CC,7.2,12,AP,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Programação I,Programação,Computação,Não
2012/2,72100003,CÁLCULO I,96,6,CC,0.7,34,RMF,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Cálculo I,Cálculo,Matemática,Não
2012/2,72100020,ESTATISTICA GERAL,64,4,CC,7.0,4,AP,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Estatística Geral,Estatística,Matemática,Não
2012/2,70400382,Estrutura de Dados I,96,6,CC,0.7,38,RMF,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2012/2,70400381,Matemática Discreta,64,4,CC,3.6,0,RM,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Matemática Discreta,Matemática Discreta,Matemática,Não
2012/2,72100029,MECÂNICA,96,6,CC,4.1,0,RM,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Mecânica,Mecânica,Física,Não
2012/2,70400717,Programação II,64,4,CC,0.0,0,RM,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Programação II,Programação,Computação,Não
2012/3,70400716,Engenharia de Software,96,6,CC1,4.0,26,RMF,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Engenharia de Software,Engenharia de Software,Computação,Não
2013/1,70400711,Arquitetura e Organização de Computadores,96,6,CC,0.0,0,RM,3,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Arquitetura e Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2013/1,70400382,Estrutura de Dados I,96,6,CC,2.8,42,RMF,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2013/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,BMD,1.2,32,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2013/1,70400722,Linguagens Formais e Autômatos,64,4,CC,2.1,0,RM,5,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2013/2,70400718,Banco de Dados,96,6,CC,0.0,76,RMF,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Banco de Dados,Banco de Dados,Computação,Não
2013/2,70400382,Estrutura de Dados I,96,6,CC,0.28,64,RMF,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2013/2,70400717,Programação II,64,4,CC,0.0,64,RMF,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Programação II,Programação,Computação,Não
2014/1,70400382,Estrutura de Dados I,96,6,CC,0.0,96,RMF,2,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2014/1,72000009,FILOSOFIA E METODOLOGIA CIENTÍFICA,64,4,CC,0.0,64,RMF,7,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Filosofia e Metodologia Científica,Filosofia e Metodologia Científica,Pesquisa,Não
2014/2,70400718,Banco de Dados,96,6,CC,0.0,90,RMF,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Banco de Dados,Banco de Dados,Computação,Não
2014/2,70400716,Engenharia de Software,96,6,CC,5.0,20,AP,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Engenharia de Software,Engenharia de Software,Computação,Não
2014/2,70400717,Programação II,64,4,CC,0.6,32,RMF,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Programação II,Programação,Computação,Não
2015/2,70400718,Banco de Dados,96,6,CC,2.25,54,RMF,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Banco de Dados,Banco de Dados,Computação,Não
2015/2,70400717,Programação II,64,4,CC,0.0,48,RMF,4,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Programação II,Programação,Computação,Não
2015/2,70400727,Programação III,64,4,CC,0.0,58,RMF,6,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Programação III,Programação,Computação,Não
2016/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,0.0,64,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2016/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,0.0,62,RMF,1,74c6d5493dd7f8b6d7e02f6e87f567e8818584b3390c53804a4ba0d2bb2ff0cf,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2014/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,Indefinido,5.4,0,AE,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2014/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,0.0,96,RMF,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2014/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,Indefinido,5.4,0,AE,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Lógica Digital,Lógica Digital,Computação,Não
2014/1,70400375,Programação I,96,6,CC,0.0,96,RMF,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Programação I,Programação,Computação,Não
2014/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,0.0,96,RMF,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2014/2,72100003,CÁLCULO I,96,6,CC,0.0,96,RMF,2,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Cálculo I,Cálculo,Matemática,Não
2014/2,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,MAT,0.0,96,RMF,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2014/2,70400375,Programação I,96,6,CC,0.0,96,RMF,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Programação I,Programação,Computação,Não
2015/1,72100003,CÁLCULO I,96,6,MAT,0.0,48,RMF,2,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Cálculo I,Cálculo,Matemática,Não
2015/1,70400375,Programação I,96,6,CC,0.0,96,RMF,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Programação I,Programação,Computação,Não
2015/1,72000016,Práticas de Leitura e Produção de Textos,96,6,LET,1.0,70,RMF,1,02431d70ee922cfbe69d2551759d1e09a0e320f573a937c4067812bc364d324c,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2012/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,0.0,30,RMF,1,21c451b8528024d9e7d5dfa11db7a9a91333f5e1bc54469f1667c1efbb2bf22c,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2012/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,0.0,86,RMF,1,21c451b8528024d9e7d5dfa11db7a9a91333f5e1bc54469f1667c1efbb2bf22c,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2012/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,0.0,48,RMF,1,21c451b8528024d9e7d5dfa11db7a9a91333f5e1bc54469f1667c1efbb2bf22c,Lógica Digital,Lógica Digital,Computação,Não
2012/1,70400375,Programação I,96,6,CC,0.0,82,RMF,1,21c451b8528024d9e7d5dfa11db7a9a91333f5e1bc54469f1667c1efbb2bf22c,Programação I,Programação,Computação,Não
2012/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,0.0,96,RMF,1,21c451b8528024d9e7d5dfa11db7a9a91333f5e1bc54469f1667c1efbb2bf22c,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2010/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,0.9,10,RM,1,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2010/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,2.9,16,RM,1,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2010/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,2.8,0,RM,1,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Lógica Digital,Lógica Digital,Computação,Não
2010/1,70400375,Programação I,96,6,CC,5.3,8,AP,1,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Programação I,Programação,Computação,Não
2010/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,2.9,26,RMF,1,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2010/2,70400718,Banco de Dados,96,6,CC1,0.5,0,RM,4,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Banco de Dados,Banco de Dados,Computação,Não
2010/2,72100003,CÁLCULO I,96,6,CC,0.0,58,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Cálculo I,Cálculo,Matemática,Não
2010/2,72100020,ESTATISTICA GERAL,64,4,CC1,0.0,30,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Estatística Geral,Estatística,Matemática,Não
2010/2,70400382,Estrutura de Dados I,96,6,CC,2.6,26,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2010/2,70400381,Matemática Discreta,64,4,CC,0.0,20,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Matemática Discreta,Matemática Discreta,Matemática,Não
2010/2,72100029,MECÂNICA,96,6,CC,0.2,35,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Mecânica,Mecânica,Física,Não
2011/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,1.2,18,RMF,1,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2011/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,2.0,36,RMF,1,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2011/1,70400713,Introdução aos Sistemas de Informação,64,4,CC,3.0,52,RMF,3,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Não
2011/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC1,6.3,0,AP,1,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Lógica Digital,Lógica Digital,Computação,Não
2011/2,70400718,Banco de Dados,96,6,CC,1.2,0,RM,4,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Banco de Dados,Banco de Dados,Computação,Não
2011/2,72100003,CÁLCULO I,96,6,CC,0.2,36,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Cálculo I,Cálculo,Matemática,Não
2011/2,70400382,Estrutura de Dados I,96,6,CC,0.0,64,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2011/2,70400381,Matemática Discreta,64,4,CC,3.2,16,RM,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Matemática Discreta,Matemática Discreta,Matemática,Não
2011/2,72100029,MECÂNICA,96,6,CC,1.2,64,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Mecânica,Mecânica,Física,Não
2011/2,70400717,Programação II,64,4,CC,0.2,0,RM,4,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Programação II,Programação,Computação,Não
2012/1,70400711,Arquitetura e Organização de Computadores,96,6,CC,8.0,0,AP,3,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Arquitetura e Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2012/1,72100020,ESTATISTICA GERAL,64,4,BMD,0.0,0,RM,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Estatística Geral,Estatística,Matemática,Não
2012/1,70400722,Linguagens Formais e Autômatos,64,4,CC,6.75,0,AP,5,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2012/1,70400721,Paradigmas de Linguagem de Programação,64,4,CC,6.7,5,AP,5,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Paradigmas de Linguagens de Programação,Paradigmas de Linguagens de Programação,Computação,Não
2012/1,72100001,ÁLGEBRA LINEAR I,96,6,CC,3.12,0,RM,5,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Álgebra Linear I,Álgebra Linear,Matemática,Não
2012/2,70400718,Banco de Dados,96,6,CC1,6.3,12,AP,4,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Banco de Dados,Banco de Dados,Computação,Não
2012/2,70400728,Compiladores,96,6,CC,6.75,0,AP,6,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Compiladores,Compiladores,Computação,Não
2012/2,72100003,CÁLCULO I,96,6,CC,0.0,72,RMF,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Cálculo I,Cálculo,Matemática,Não
2012/2,70400381,Matemática Discreta,64,4,CC,7.0,0,AP,2,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Matemática Discreta,Matemática Discreta,Matemática,Não
2012/2,70400717,Programação II,64,4,CC,5.5,0,AP,4,3faca088a634c08c5955d7f23339e1eb62ea9188f5b9fa1aa99f3c23e67a2fb5,Programação II,Programação,Computação,Não
